Kudos Date,Kudos Type,Parent ID
"Nov 28, 2019, 6:47:39 PM",Activity,2897887204
"Nov 28, 2019, 6:47:49 PM",Activity,2897399803
"Nov 28, 2019, 6:47:57 PM",Activity,2897297676
"Nov 28, 2019, 6:48:31 PM",Activity,2897278867
"Nov 29, 2019, 6:22:45 PM",Activity,2899382575
"Dec 4, 2019, 2:28:31 AM",Activity,2909735879
"Dec 4, 2019, 2:28:43 AM",Activity,2907258319
"Dec 4, 2019, 2:28:50 AM",Activity,2909625046
"Dec 4, 2019, 2:28:55 AM",Activity,2908360013
"Dec 4, 2019, 2:29:02 AM",Activity,2904498799
"Dec 4, 2019, 2:29:06 AM",Activity,2902460877
"Dec 12, 2019, 9:13:51 PM",Activity,2928276801
"Dec 12, 2019, 9:13:56 PM",Activity,2928147683
"Dec 12, 2019, 9:14:02 PM",Activity,2927411086
"Dec 14, 2019, 6:04:22 PM",Activity,2932197962
"Dec 14, 2019, 6:04:25 PM",Activity,2932529042
"Dec 14, 2019, 6:04:36 PM",Activity,2932319967
"Dec 20, 2019, 6:53:14 PM",Activity,2945002362
"Dec 24, 2019, 6:26:01 PM",Activity,2951836581
"Dec 26, 2019, 11:21:00 AM",Activity,2955588283
"Dec 26, 2019, 11:21:11 AM",Activity,2954391130
"Dec 28, 2019, 1:41:33 PM",Activity,2962419206
"Dec 28, 2019, 1:41:39 PM",Activity,2960506234
"Dec 31, 2019, 10:48:34 PM",Activity,2970690452
"Jan 4, 2020, 1:23:32 PM",Activity,2979459226
"Jan 7, 2020, 12:06:12 AM",Activity,2988676519
"Jan 7, 2020, 12:06:17 AM",Activity,2985619129
"Jan 7, 2020, 12:06:39 AM",Activity,2986942179
"Jan 7, 2020, 12:06:41 AM",Activity,2984679767
"Jan 7, 2020, 12:06:51 AM",Activity,2985234864
"Jan 7, 2020, 12:06:52 AM",Activity,2985193033
"Jan 7, 2020, 12:06:56 AM",Activity,2986865917
"Jan 8, 2020, 1:09:17 AM",Activity,2991569139
"Jan 8, 2020, 1:09:23 AM",Activity,2989865225
"Jan 8, 2020, 1:09:25 AM",Activity,2991655521
"Jan 8, 2020, 1:47:20 AM",Activity,2991808974
"Jan 8, 2020, 7:16:36 PM",Activity,2992726060
"Jan 9, 2020, 1:51:15 PM",Activity,2994529513
"Jan 9, 2020, 1:51:21 PM",Activity,2994306516
"Jan 9, 2020, 1:51:37 PM",Activity,2995690148
"Jan 9, 2020, 1:51:48 PM",Activity,2994500768
"Jan 9, 2020, 1:51:50 PM",Activity,2994749483
"Jan 9, 2020, 1:52:09 PM",Activity,2994584042
"Jan 9, 2020, 1:52:20 PM",Activity,2994500701
"Jan 10, 2020, 1:14:57 AM",Activity,2997444386
"Jan 11, 2020, 11:19:27 AM",Activity,2999754667
"Jan 11, 2020, 11:19:33 AM",Activity,2999651653
"Jan 11, 2020, 11:19:44 AM",Activity,2999349206
"Jan 11, 2020, 2:04:12 PM",Activity,3001429464
"Jan 11, 2020, 6:18:20 PM",Activity,3001888010
"Jan 11, 2020, 6:18:23 PM",Activity,3001856711
"Jan 11, 2020, 6:18:30 PM",Activity,3002156522
"Jan 11, 2020, 6:18:33 PM",Activity,3002338861
"Jan 11, 2020, 6:18:37 PM",Activity,3001575096
"Jan 11, 2020, 6:18:43 PM",Activity,3001485681
"Jan 11, 2020, 10:01:54 PM",Activity,3002756079
"Jan 11, 2020, 10:01:55 PM",Activity,3002565333
"Jan 11, 2020, 10:02:00 PM",Activity,3002532045
